flight_id,total_revenue
26959,354000
26975,354000
20224,354000
4752,354000
1926,353800
1929,353800
31874,353800
13159,353800
10645,353700
10658,353700
10665,353700
24856,353600
16631,353600
16662,353600
13132,353500
23544,353500
24844,353400
3948,353400
3987,353400
13135,353400
23833,353300
24832,353200
32896,353000
31884,352900
29683,352800
4497,352800
1122,352700
14950,352400
20391,352300
7177,352300
11561,352000
1663,352000
3102,351900
13359,351900
12945,351800
20543,351600
22237,351500
28737,351500
22046,351400
11918,351400
1150,351400
3970,351400
4466,351400
4475,351400
11933,351200
11962,351100
14951,350900
19672,350700
19705,350700
19714,350700
10615,350700
10644,350700
10662,350700
10674,350600
10676,350600
6049,350600
18565,350500
21706,350500
18610,350400
10603,350400
7843,350300
10567,350300
21743,350300
17286,350100
21765,350100
26961,350000
4499,350000
8410,349800
11388,349700
24850,349700
26988,349600
28085,349600
6503,349600
21730,349500
1895,349400
1945,349400
3942,349400
22077,349400
24647,349300
20453,349300
13156,349300
7815,348800
934,348800
969,348800
1091,348800
1124,348800
1151,348800
30686,348800
32966,348800
8966,348600
9006,348600
9106,348500
28176,348400
9116,348300
11919,348300
11952,348200
23901,348100
4593,348000
6498,347800
22497,347800
11961,347800
16677,347800
16697,347800
16700,347800
16710,347800
29690,347700
30245,347700
10593,347700
11221,347600
29267,347600
8245,347500
1114,347500
3158,347400
10616,347400
21995,347400
32949,347300
9215,347200
9229,347200
9250,347200
15663,347200
1898,347200
24636,347200
24648,347200
24672,347200
28924,347100
20846,347000
24828,346900
10706,346900
31908,346800
31099,346700
24859,346600
31480,346400
10763,346200
10790,346200
10801,346200
13153,346200
23545,346000
29476,345800
13183,345800
15664,345800
4185,345800
1622,345500
6695,345500
23884,345500
24305,345400
3169,345400
3183,345400
30419,345300
24632,345100
24679,345100
28755,345000
5235,345000
3617,344900
11947,344900
28767,344800
28752,344700
10646,344700
1187,344700
10631,344600
1584,344400
5239,344400
3574,344200
26673,344200
2059,344000
4442,344000
13561,344000
23245,343900
8680,343800
8824,343800
24309,343700
24876,343700
29282,343700
11214,343600
21747,343600
21970,343500
24822,343400
15593,343400
15638,343400
15831,343400
15841,343400
19695,343400
19708,343400
19719,343400
19723,343400
3611,343400
11401,343400
12602,343200
20531,343200
30069,343100
14657,342800
19397,342800
19416,342800
4855,342700
25862,342600
15797,342600
19710,342600
8667,342500
11636,342500
10934,342400
2081,342400
13154,342200
13139,342100
13169,342100
6759,342100
22623,342100
22603,342000
26643,342000
26984,342000
10327,342000
20288,342000
28140,341900
3399,341900
11923,341800
11959,341800
23361,341800
3109,341700
8056,341700
11960,341700
12313,341600
24249,341600
29592,341600
29600,341600
29654,341600
17263,341600
20260,341600
10633,341500
10638,341500
11937,341500
11939,341500
11954,341500
553,341500
4858,341400
17355,341400
17358,341400
28757,341400
28759,341400
30097,341400
32917,341300
3363,341300
3844,341300
4825,341300
19058,341300
10572,341300
11957,341200
12455,341200
12478,341200
12495,341200
12496,341200
14496,341100
1629,341000
16691,340900
3903,340600
28138,340600
24862,340300
29657,340200
4480,340200
4509,340200
29576,340100
32904,340000
11107,340000
11038,339600
28033,339600
10948,339400
11015,339400
12774,339400
28114,339300
12476,339000
15722,338900
15750,338900
29960,338900
30013,338800
29670,338800
4449,338800
15739,338800
13151,338700
9085,338600
13134,338600
10667,338500
11929,338500
28763,338500
26304,338400
28087,338400
28715,338400
8349,338400
11970,338400
32890,338400
30300,338300
32918,338300
4819,338300
456,338200
15466,338100
31297,338100
7206,338000
11938,338000
20249,338000
20276,338000
13260,337900
9039,337800
9042,337800
17872,337800
17280,337500
6244,337500
4637,337200
21723,337100
24838,337100
24820,336700
24830,336700
21753,336700
21767,336700
14918,336600
23224,336500
23551,336500
23564,336500
2016,336500
2056,336500
2057,336500
3186,336300
31471,336300
31509,336300
21735,336300
11392,336300
11402,336300
1131,336200
17275,336200
17328,336200
20508,336100
9034,336100
9038,336100
28063,336000
2534,336000
4504,336000
10957,335800
14763,335800
20406,335800
10584,335700
3100,335700
8093,335600
10564,335600
10635,335600
10626,335500
10672,335500
2051,335500
25814,335500
11963,335300
15825,335300
9019,335200
11914,335200
28937,335200
30690,335200
31117,335200
11926,335100
28711,335000
21883,334900
13168,334800
11955,334700
13313,334700
15507,334700
15465,334500
15505,334500
15816,334500
15819,334500
15826,334500
15828,334500
15839,334500
13287,334500
23524,334500
23574,334500
31323,334500
31330,334500
2040,334500
2042,334500
2050,334500
6571,334400
23016,334400
15461,334400
11518,334400
12913,334300
18976,334100
23896,334100
16253,334000
16278,334000
16280,334000
16300,334000
16712,334000
17138,333700
19692,333700
24839,333700
13358,333700
5209,333600
13350,333400
24842,333400
14626,333400
14740,333300
26462,333200
26473,333200
14768,333100
18019,333000
1285,333000
10951,332900
17106,332800
20279,332800
20318,332800
31676,332800
31697,332800
27668,332700
28568,332700
21296,332700
16687,332600
2993,332600
22835,332500
29246,332500
14178,332400
5052,332400
32973,332200
11949,332200
11953,332200
11913,332100
1923,332100
5998,332100
6032,332100
4439,331800
11965,331800
17862,331800
28023,331800
28764,331800
30325,331300
17849,331200
2380,331200
4668,331200
26284,331200
26299,331200
15501,330900
11393,330900
4605,330900
22833,330800
4162,330700
6362,330600
6394,330600
29702,330600
29704,330600
29736,330600
19398,330600
21764,330600
12843,330600
30365,330500
6500,330500
24867,330400
13147,330400
8678,330300
23848,330300
2077,330300
2091,330300
13365,330100
15620,330100
21741,330000
30807,330000
24318,330000
14754,329900
15473,329900
9080,329900
23030,329800
21780,329800
27322,329700
23002,329600
10597,329600
11389,329500
6277,329500
11036,329400
12660,329300
3289,329200
29980,329200
31145,329200
29714,329100
29741,329100
2085,329100
29688,329100
11640,329100
20527,329100
14967,329000
9258,329000
10576,328900
23021,328900
28025,328900
28028,328900
28142,328900
28725,328900
28744,328900
29546,328900
20522,328900
17385,328800
27580,328800
6497,328700
16650,328700
16656,328700
15608,328600
15642,328600
11920,328600
3623,328600
29261,328500
31293,328200
20538,328000
1894,327700
1902,327700
1909,327700
1932,327700
29708,327600
24739,327600
28092,327600
29009,327500
410,327400
13187,327300
15834,327200
15848,327200
19664,327200
19668,327200
19690,327200
20507,327200
30331,327200
15457,327100
15508,327100
15648,327100
16683,327100
16684,327100
12827,327100
21321,327000
2015,327000
2034,327000
2037,327000
2039,327000
2074,327000
5195,327000
9220,326900
24683,326900
23284,326800
24857,326800
11048,326800
3697,326800
14660,326800
15467,326800
15516,326800
2086,326700
4831,326700
4866,326700
14668,326600
14735,326500
11232,326500
15846,326400
16708,326400
19683,326400
16629,326200
16637,326200
16638,326200
16648,326200
16652,326200
16658,326200
16668,326200
21762,326200
8960,326200
8977,326200
8980,326200
10569,326200
31497,326200
31524,326200
31661,326200
31710,326200
4478,326200
4498,326200
16304,326100
2026,326000
2031,326000
2036,326000
2054,326000
2061,326000
2062,326000
2069,326000
2073,326000
2523,326000
23548,326000
23550,326000
28082,326000
26334,325800
28736,325800
22521,325700
16560,325700
16576,325700
16590,325700
11969,325700
13300,325700
11934,325600
14688,325600
30081,325600
3010,325500
28749,325300
11943,325200
31513,325200
28758,325100
23556,325000
23580,325000
31149,325000
2017,325000
2023,325000
2032,325000
2055,325000
4815,325000
4846,325000
24313,324900
11950,324900
7750,324800
2514,324800
4471,324800
5476,324700
28731,324700
26320,324600
4551,324600
5009,324600
30186,324600
11189,324600
11184,324500
12887,324400
11076,324300
11367,324200
3160,324200
2019,324000
2049,324000
26720,323900
21750,323900
16610,323700
16634,323700
8983,323700
8984,323700
9003,323700
24843,323700
24853,323700
24868,323600
25461,323600
17313,323600
2508,323600
4867,323600
12985,323600
15509,323400
23858,323400
25579,323400
29634,323400
10654,323300
13152,323300
31464,323200
8107,323000
14773,323000
15490,323000
3346,323000
20502,322900
21309,322800
15482,322600
11946,322600
28032,322400
28895,322400
26710,322300
20668,322300
1157,322300
8033,322200
7971,322100
13355,322100
3032,322100
29594,322100
29615,322100
28729,322000
29660,322000
4255,322000
20499,322000
31314,321600
23890,321400
30140,321300
30268,321300
14933,321300
14945,321300
20376,321300
8327,321200
1147,321000
1156,321000
14744,320500
21726,320500
27745,320500
4806,320400
12307,320400
16679,320200
16723,320200
481,320200
24840,320100
29188,320100
5087,319800
5172,319800
15477,319800
1120,319700
4428,319600
29525,319600
13170,319600
31656,319600
31663,319600
31715,319600
15464,319500
5129,319200
25493,319200
26669,319200
15475,319100
27094,319000
28742,319000
7129,319000
2764,319000
3928,319000
16308,318900
28756,318800
19359,318500
15813,318300
15827,318300
15837,318300
8651,318300
23031,318200
1076,318200
26308,318000
5363,317800
2065,317500
2067,317500
2072,317500
24875,317400
21772,317400
28581,317300
3566,317300
24866,317100
14757,317100
31506,317100
21777,317000
15602,316800
3393,316800
4777,316800
11018,316800
11380,316800
11362,316600
10797,316500
2053,316500
2064,316500
23553,316500
29696,316500
29705,316500
29721,316500
12489,316400
29542,316400
28768,316200
28735,316100
153,316100
3144,316100
3165,316100
28130,315900
28750,315900
31728,315900
15470,315900
7178,315900
7196,315900
11927,315800
5400,315800
6575,315600
11916,315600
13178,315500
2020,315500
2021,315500
2045,315500
2046,315500
2070,315500
23526,315500
23537,315500
23541,315500
13143,315400
15319,315400
3609,315300
7973,315300
15489,315200
29433,315200
24250,315000
21388,315000
29732,315000
10784,315000
22090,314800
2511,314800
31288,314700
7212,314600
7219,314600
28096,314600
28113,314600
28115,314600
21334,314500
4978,314400
5026,314400
30462,314400
14947,314300
14753,314200
10986,314100
10983,314000
26824,314000
2384,314000
5442,313900
24819,313900
3593,313800
3599,313800
3642,313800
5049,313800
5467,313800
31156,313800
7511,313800
15612,313800
31143,313700
32095,313700
20289,313600
28048,313600
2529,313600
6567,313500
23233,313500
29700,313500
29715,313500
10970,313400
14169,313400
7171,313300
7184,313300
7200,313300
28150,313300
4826,313300
16686,313300
16714,313300
4995,313200
5153,313200
24976,313200
26302,313200
32641,313200
7067,313100
9091,313100
17528,313100
24003,313100
24726,313100
31672,313000
31674,313000
31695,313000
30832,312900
9268,312900
20509,312900
20282,312800
22061,312800
22066,312800
14941,312700
26323,312600
2497,312400
30340,312400
4459,312200
4484,312200
11930,312100
13130,312100
7180,312000
29697,312000
29738,312000
30314,312000
20501,312000
15499,311900
4850,311900
4848,311800
3680,311700
3681,311700
3693,311700
3694,311700
4576,311700
17345,311700
31341,311400
13162,311400
4582,311400
2554,311200
24304,311200
28041,311200
28080,311200
10560,311200
9083,311100
16294,311000
19663,311000
19677,311000
4465,310800
30234,310800
22037,310800
24817,310800
29643,310800
29645,310800
29675,310800
26681,310700
10995,310600
11370,310500
4847,310500
1903,310400
1942,310400
4816,310400
4823,310400
32879,310400
32891,310400
32914,310300
24827,310300
15796,310200
19693,310200
19711,310200
21736,310000
11398,309900
12285,309800
17290,309700
1100,309700
1142,309700
21910,309600
15823,309400
19688,309400
19700,309400
19718,309400
26469,309400
29679,309400
23014,309300
28712,309200
9022,309200
19246,309100
19276,309100
1433,309100
4864,309100
2909,309000
5123,309000
13298,309000
30806,308900
32906,308900
8998,308800
16667,308800
9209,308700
13278,308700
31770,308600
29522,308600
15488,308600
15842,308600
17281,308400
17291,308400
17294,308400
17306,308400
8375,308400
1118,308400
1125,308400
1145,308400
6264,308400
26332,308400
7554,308300
13157,308300
30335,308300
30717,308300
15483,308300
15503,308300
15491,308200
15513,308200
1904,308200
1920,308200
2014,308000
2043,308000
23527,308000
6718,307900
15517,307900
17869,307800
4968,307800
15480,307700
14696,307600
10974,307600
26169,307500
24874,307400
14661,307400
14772,307400
17832,307200
5020,307200
1123,307100
11660,307100
17298,307100
2052,307000
23533,307000
23573,307000
14739,306800
9020,306800
9026,306800
9571,306700
11021,306700
26286,306600
26315,306600
17814,306600
17833,306600
17482,306500
16715,306400
31680,306400
31681,306400
31689,306400
11956,306300
28754,306300
29508,306200
23557,306000
27262,306000
29606,306000
2035,306000
2068,306000
23246,305900
23270,305900
21655,305900
8674,305900
7403,305800
7361,305700
16693,305700
18514,305500
20959,305500
28592,305400
30397,305400
14948,305200
16267,305200
20551,305200
3025,305100
13329,305100
31469,305000
946,304900
2093,304900
4322,304900
4550,304800
30487,304800
11403,304700
11408,304700
27296,304700
30379,304600
30165,304500
30508,304500
24624,304500
24626,304500
16261,304500
16273,304500
16307,304500
9228,304500
11023,304500
3651,304500
3653,304500
4602,304500
6478,304500
14663,304400
25656,304300
29596,304300
29605,304300
12198,304300
13180,304300
14723,304100
32647,304100
32672,304100
2933,304100
9067,304000
15462,304000
15512,304000
20490,304000
23275,304000
26736,303900
11400,303900
1892,303800
16649,303800
23839,303700
32965,303500
11407,303500
28925,303300
9088,303200
32055,303100
12178,303000
7211,302900
31100,302900
5702,302700
7508,302600
11931,302600
15704,302600
16549,302600
16561,302600
19356,302600
29539,302600
2076,302500
11951,302500
7958,302400
24139,302400
29723,302400
27749,302300
15808,302100
19681,302100
19702,302100
15625,302000
11361,301900
30158,301800
28133,301600
2985,301600
7199,301600
11005,301500
31324,301500
2996,301500
4589,301500
4679,301500
8968,301300
9005,301300
9011,301300
16611,301300
26836,301300
28070,301200
2551,301200
5215,301200
30193,301200
31286,301200
14893,301100
30545,301000
6278,301000
14716,300900
9033,300900
29728,300900
29739,300900
25457,300800
11032,300800
3856,300700
13161,300600
14711,300600
17838,300600
17857,300600
26331,300600
3635,300500
1645,300400
30739,300400
7217,300300
10105,300300
15495,300100
28054,300000
13259,299900
16703,299500
16724,299500
16725,299500
10748,299400
29707,299400
29709,299400
3882,299300
27669,299300
28724,299300
31694,299100
28125,299000
7214,299000
3587,299000
3600,299000
2515,298800
28031,298800
28042,298800
16615,298800
16623,298800
16657,298800
16660,298800
12584,298800
30498,298500
4677,298500
26696,298300
14956,298300
4577,298200
30131,298200
31317,298200
31328,298200
29648,298200
14665,298100
29944,298100
2987,298000
3683,298000
29698,297900
29706,297900
29717,297900
29731,297900
30497,297900
29689,297900
29694,297900
11053,297900
2940,297800
3056,297800
11163,297700
24970,297700
20680,297700
30257,297600
15607,297500
21322,297500
413,297500
1619,297500
3603,297500
3639,297500
11000,297500
3889,297400
21856,297400
22999,297400
23393,297400
3652,297300
11418,297300
16265,297300
21751,297300
14736,297200
5641,297200
32934,297200
17303,297100
15481,297000
30756,296800
1050,296800
4472,296800
6582,296800
6584,296800
6589,296800
7997,296800
25610,296600
23873,296400
29500,296400
15510,296400
367,296400
5224,296400
3233,296300
30805,296300
12973,296200
25854,296100
25581,296000
9595,296000
12473,296000
1635,296000
3597,296000
32547,296000
32922,295800
1149,295800
5073,295800
5180,295800
21968,295800
29289,295800
17331,295800
4863,295700
30700,295700
32901,295700
32933,295700
11395,295700
4841,295600
5415,295600
21880,295500
22038,295500
23563,295500
29635,295400
29636,295400
4454,295400
8805,295300
12786,295200
26310,295200
31310,295200
16163,295000
3190,294900
30137,294900
30470,294900
31315,294900
31332,294900
31478,294900
19679,294800
6208,294800
6587,294700
6685,294700
6687,294700
19568,294700
14679,294600
30092,294600
30510,294600
4625,294600
5143,294600
1106,294500
17324,294500
9066,294500
14707,294400
4257,294400
4531,294300
4833,294300
4874,294300
14702,294300
9115,294300
30469,294300
32887,294100
24825,294100
4817,294100
5216,294000
23846,294000
15821,294000
13516,294000
8688,293900
8668,293700
11665,293700
11078,293500
1800,293500
30296,293500
27324,293300
10574,293300
15472,293300
15836,293200
17322,293200
1116,293200
1136,293200
30342,293100
11129,293000
15511,292800
19417,292800
29556,292700
22892,292600
22929,292600
21909,292600
31711,292500
29275,292400
26680,292200
14913,292200
26737,292100
22923,291900
22927,291900
14742,291900
16692,291900
17287,291900
14761,291800
31675,291800
7417,291800
32077,291700
15361,291700
30249,291600
30776,291600
31331,291600
10962,291600
2099,291600
4557,291600
23058,291600
23837,291600
22045,291500
3046,291500
24741,291400
29562,291400
30456,291300
30463,291300
30512,291300
22917,291200
10938,291200
11014,291100
14748,291000
30175,291000
30507,291000
31313,291000
5159,291000
14959,290900
14965,290900
16293,290800
21727,290800
3648,290800
3360,290700
4152,290700
29285,290700
30488,290700
10655,290600
11406,290500
15735,290500
15740,290500
6182,290500
24644,290500
24659,290500
23845,290400
28177,290400
5085,290400
29266,290300
30427,290200
3682,290100
3692,290100
3701,290100
20525,290000
15381,289900
28098,289900
24083,289800
25679,289800
17864,289800
1547,289800
7116,289800
30279,289800
16252,289400
16295,289400
25612,289300
15405,289200
13146,289100
13174,289100
14543,288900
29551,288800
2544,288800
7500,288800
15296,288700
17855,288600
7221,288600
7223,288600
13160,288600
31281,288600
3550,288600
15496,288500
24666,288400
24681,288400
30742,288400
30107,288300
30113,288300
30499,288300
31334,288300
4626,288300
9500,288200
12314,288200
3000,288100
4532,288000
20831,288000
26464,288000
26467,288000
14719,287900
21752,287700
2496,287600
2503,287600
3037,287600
23039,287600
28038,287600
30753,287500
27688,287300
28144,287300
24845,287200
23044,287100
32044,287000
4804,287000
23040,286900
23253,286900
23271,286900
13376,286900
29713,286800
31679,286600
21424,286600
21446,286600
21451,286600
21463,286600
559,286600
1082,286600
26697,286500
29610,286500
29611,286500
30414,286500
12300,286500
28055,286400
28060,286400
2502,286400
2548,286400
9218,286300
7189,286000
20266,286000
28137,286000
30553,286000
31714,285900
15832,285900
15847,285900
19670,285900
21410,285900
21426,285900
21427,285900
31522,285800
3180,285800
6916,285800
15594,285700
22877,285700
22878,285700
22884,285700
22897,285700
22911,285700
22921,285700
22924,285700
22925,285700
22931,285700
22935,285700
27255,285700
27270,285700
28904,285400
7406,285400
12991,285400
10949,285300
4575,285300
29745,285300
29746,285300
30200,285300
30489,285300
30504,285300
20218,285300
18969,285200
31670,285200
30267,285000
30477,285000
30493,285000
4613,285000
6461,285000
22893,285000
22898,285000
22902,285000
22918,285000
22919,285000
22926,285000
22930,285000
9040,285000
13181,284800
3137,284800
3178,284800
17530,284800
17092,284700
30148,284700
30496,284700
30505,284700
4537,284700
12912,284600
13165,284600
4580,284400
14685,284400
15809,284300
22886,284300
27710,284200
27722,284200
15621,284200
9216,284200
13335,284200
3601,284200
3612,284200
3640,284200
4483,284200
5489,284200
4040,284100
27746,284100
30010,284100
12606,284000
10678,283800
10781,283800
29722,283800
29730,283800
3153,283800
25591,283800
27672,283800
22885,283600
16269,283600
16306,283600
3676,283600
1621,283500
3009,283500
13282,283500
17392,283500
28730,283400
32597,283400
30355,283200
25609,283200
5041,283200
11394,283200
27256,283100
14911,283100
29527,283000
12790,283000
16264,282900
16274,282900
16277,282900
20495,282900
3665,282900
3668,282900
4037,282900
4457,282800
4467,282800
5245,282800
11638,282800
12067,282800
3618,282700
5003,282600
32894,282600
30317,282400
30348,282400
25302,282400
14677,282400
29725,282300
10757,282300
10762,282300
13290,282200
3671,282200
3672,282200
1943,282100
1399,282000
6693,282000
10112,282000
15493,282000
21933,282000
21937,282000
23882,282000
23891,282000
11016,281900
13190,281900
1126,281900
16178,281900
17293,281900
18531,281900
14900,281700
22257,281700
30162,281700
30484,281700
4689,281700
3677,281500
10959,281500
389,281400
4479,281400
4508,281400
27769,281400
29638,281400
29686,281400
30133,281400
3595,281200
3620,281200
13140,281200
30474,281100
27706,281100
4830,281000
6090,281000
32882,281000
32921,281000
3081,280900
29735,280800
23829,280700
17318,280600
28733,280500
22494,280400
27288,280400
11670,280400
7790,280200
446,280200
4451,280000
21423,280000
21434,280000
21454,280000
13307,279800
10269,279600
3883,279600
4838,279600
21894,279600
4844,279500
1134,279300
31666,279300
31677,279300
17288,279300
21444,279300
21449,279300
21452,279300
21453,279300
21455,279300
1615,279000
8995,278900
22889,278800
22895,278800
22906,278800
22933,278800
22936,278800
16730,278800
14680,278700
14750,278700
4561,278700
5618,278700
10942,278700
30271,278700
14691,278600
21416,278600
11012,278600
30111,278400
30788,278400
30812,278400
23600,278400
26297,278400
4515,278400
14705,278200
22891,278100
22896,278100
22899,278100
22910,278100
27702,278100
2929,278100
4516,278100
2897,278000
13320,278000
25488,278000
26642,278000
29256,277900
15025,277800
3886,277700
3897,277700
3909,277700
10247,277700
23003,277600
2510,277600
23549,277500
23576,277500
22914,277400
22934,277400
16680,277400
16711,277400
20475,277400
25619,277200
26333,277200
5017,277200
5065,277200
25615,277000
28723,276900
32082,276700
17852,276600
8961,276400
8969,276400
8982,276400
8988,276400
8992,276400
25624,276400
2505,276400
3661,276400
3702,276400
32050,276200
30702,276100
14699,275900
21886,275800
10268,275800
10299,275800
11390,275800
3857,275800
25462,275800
25499,275800
26636,275800
26637,275800
16268,275700
16276,275700
16298,275700
3650,275700
3688,275700
28104,275600
28143,275600
7187,275600
8021,275600
12469,275600
10985,275500
30511,275400
4536,275400
14914,275400
20513,275400
21657,275400
20497,275300
24316,275300
29279,275300
28059,275200
32560,275200
13327,275200
2524,275200
4599,275100
5690,275100
30467,275100
30473,275100
3657,275000
27763,275000
27777,275000
10571,275000
4618,274800
4654,274800
4661,274800
30087,274800
30767,274800
31316,274800
32947,274800
20520,274700
30357,274600
27717,274600
31292,274500
3058,274400
7198,274300
28093,274300
30743,274200
2952,274100
2518,274000
2934,274000
28076,274000
16612,273900
16630,273900
16633,273900
16642,273900
8965,273900
8971,273900
9010,273900
6568,273800
14932,273800
14467,273700
25497,273600
26668,273600
21415,273400
21421,273400
21422,273400
21429,273400
21438,273400
21448,273400
21457,273400
21459,273400
21461,273400
21462,273400
31673,273400
31706,273400
29268,273100
28106,273000
20422,273000
14774,272900
2519,272800
31700,272700
21412,272700
21435,272700
21469,272700
17361,272400
3388,272300
6762,272200
22042,272200
22049,272200
23027,272200
25828,272100
10954,272100
30177,272100
30479,272100
31337,272100
21419,272000
21460,272000
16671,271900
22913,271900
22932,271900
23862,271800
26282,271800
27751,271800
4603,271800
4630,271800
30471,271800
30495,271800
30336,271700
30378,271700
30441,271700
23194,271700
29477,271700
7701,271700
30494,271500
14973,271500
8219,271400
16706,271200
16722,271200
16728,271200
17840,271200
31326,271200
5196,271200
13283,271000
23017,271000
24848,270900
30281,270900
30491,270900
15646,270900
17337,270900
15305,270700
17824,270600
17848,270600
4032,270600
6673,270600
23895,270600
26305,270600
26336,270600
8695,270600
11642,270600
32668,270500
14500,270500
15822,270500
16678,270500
22900,270500
22907,270500
2915,270400
25028,270300
27392,270300
9459,270300
9267,270200
29649,270200
29658,270200
30398,270100
30747,270000
3501,270000
26852,269900
23256,269800
23841,269800
1974,269800
15506,269800
15844,269700
29743,269700
18275,269600
4441,269600
28555,269500
14694,269500
15468,269500
15592,269400
15603,269400
15611,269400
15636,269400
17374,269400
11675,269400
10946,269300
11683,269300
23887,269300
1736,269200
3655,269200
3690,269200
3696,269200
4834,269200
14764,269100
20946,269100
12878,269100
32873,269000
14675,269000
19689,268900
19704,268900
26527,268900
29651,268800
29662,268800
4487,268800
4502,268800
29601,268700
2090,268600
8047,268600
9508,268500
3687,268500
4517,268500
4562,268500
1607,268400
1610,268400
2282,268400
4437,268400
10770,268200
29726,268200
15790,268100
9245,268100
30290,268000
17309,268000
15588,267900
23289,267900
30096,267900
12611,267800
12627,267800
3674,267800
3705,267800
23391,267800
13276,267700
4304,267700
9103,267600
2948,267500
4464,267400
4489,267400
24376,267400
28833,267400
29628,267400
30741,267400
11186,267400
20512,267300
600,267300
14943,267200
30420,267200
3647,267100
3685,267100
16271,267100
32092,267000
4961,267000
25638,266900
26862,266900
13311,266900
26501,266800
21411,266800
21413,266800
21442,266800
21447,266800
31668,266800
30777,266700
28887,266700
10747,266700
10789,266700
10791,266700
7792,266400
27280,266400
29588,266400
3613,266400
4854,266400
14968,266400
15006,266400
15614,266400
17827,266400
23025,266200
1448,266200
4870,266200
21414,266100
21437,266100
21456,266100
21458,266100
30710,266100
31705,266100
14692,266000
20220,265900
15022,265800
31861,265800
32567,265800
11010,265700
12999,265700
10562,265600
10964,265600
31487,265600
10977,265500
10122,265400
17272,265400
21433,265400
28689,265300
26298,265200
7208,265200
10729,265200
1095,265200
30154,265200
30219,265200
30458,265200
30485,265200
31283,265200
1443,265100
29532,265100
29544,265100
29585,265100
7482,265100
7487,265100
7490,265100
7526,265100
16696,265000
21330,265000
30117,264900
30466,264900
4872,264900
32907,264800
32909,264800
3001,264700
4818,264700
31518,264600
25082,264600
26280,264600
26303,264600
26322,264600
25746,264400
30385,264300
814,264300
21768,264300
17330,264100
1154,264100
2549,264000
5105,264000
19353,264000
25198,264000
28072,264000
31882,264000
30426,263900
28101,263900
28108,263900
29566,263800
7484,263800
22915,263600
30442,263500
464,263500
1614,263500
10363,263400
27681,263100
2912,263100
7778,262800
7793,262800
10988,262800
28073,262800
28081,262800
23110,262600
30816,262600
15500,262600
19667,262400
15474,262300
25594,262300
26885,262200
31302,262200
8422,262200
9027,262000
32511,262000
30157,261900
30797,261900
31296,261900
2276,261900
13142,261800
30483,261600
30506,261600
2521,261600
15298,261500
23049,261400
28760,261300
3673,261300
7190,261300
7197,261300
21734,261200
20861,261100
20894,261100
30386,261000
32631,261000
5676,260900
26703,260800
23860,260700
2917,260700
2977,260700
3695,260600
16251,260600
23566,260500
20535,260400
13480,260400
2542,260400
2892,260400
5142,260400
30278,260200
28119,260000
3662,259900
3679,259900
21874,259900
21891,259900
10250,259900
10262,259900
10296,259900
30361,259800
26318,259800
29523,259800
31707,259500
1855,259500
14925,259500
14931,259500
25039,259400
11008,259400
17830,259200
5030,259200
17529,259100
13155,259000
31291,258900
31684,258800
31687,258800
13378,258800
16464,258800
20451,258800
21417,258800
21464,258800
30115,258600
26328,258600
4565,258600
4596,258600
4623,258600
23555,258500
13339,258400
8670,258300
30472,258300
20598,258300
20607,258300
20882,258200
16672,258100
21865,258000
21892,258000
10270,258000
10275,258000
3910,258000
4634,258000
20459,257900
30759,257900
17517,257800
20467,257700
24824,257700
2960,257700
20270,257600
4431,257400
25479,257400
26620,257400
13336,257400
3019,257300
11386,257200
31888,257000
30418,256900
24587,256900
10943,256800
2924,256800
6643,256800
17356,256800
17362,256800
20577,256800
20589,256800
8012,256700
32086,256700
32994,256700
32997,256700
29209,256600
6690,256600
3052,256500
29283,256500
30295,256500
11034,256500
16566,256400
16567,256400
16581,256400
20261,256400
14701,256300
10980,256300
8681,256100
10289,256100
12798,256100
15596,256100
15630,256100
3610,256100
5480,256100
12631,255800
26686,255700
23050,255600
15523,255600
32041,255600
31489,255500
30129,255300
17363,255300
18605,255300
24691,255200
26632,255200
11410,255100
23229,255000
30481,255000
30482,255000
31306,255000
3667,254800
16297,254800
28875,254800
29677,254800
13270,254600
27713,254300
26835,254200
27361,254200
9457,254200
13280,254200
13331,254200
24858,254100
3689,254100
4351,254100
6679,254000
27753,254000
8974,254000
30780,254000
7488,253900
4956,253800
5024,253800
5200,253800
14974,253800
20582,253800
14530,253700
13377,253700
14920,253600
30438,253600
30714,253600
29626,253400
29684,253400
4456,253400
4482,253400
4496,253400
4500,253400
30784,253200
15007,253200
20304,253200
26296,253200
3608,253100
3629,253100
3643,253100
15632,253100
25483,253000
25484,253000
25489,253000
26630,253000
26655,253000
26662,253000
26664,253000
12607,253000
22087,252900
23241,252900
14726,252900
31702,252900
30272,252800
30332,252800
17320,252800
17323,252800
1102,252800
1121,252800
854,252700
10994,252700
15817,252700
16288,252700
29718,252600
29616,252600
10782,252600
10792,252600
10794,252600
14935,252500
27340,252400
30453,252300
31655,252200
3378,252200
32073,252000
19665,251900
30094,251700
30252,251700
32072,251600
3631,251600
15615,251600
16624,251500
8970,251500
8986,251500
8987,251500
9012,251500
13166,251400
7476,251300
7505,251300
7531,251300
16173,251200
26874,251200
27768,251200
829,251200
20533,251000
23532,251000
23059,250900
27758,250900
29598,250900
7176,250900
10609,250900
26678,250800
1998,250800
9585,250700
27344,250600
22880,250500
32053,250500
28040,250400
2527,250400
2536,250400
10592,250400
23026,250300
4851,250200
15458,250100
20931,250000
23558,250000
29563,250000
29570,250000
