flight_id,total_seats,occupied_seats,occupancy_rate
14159,53,53,100.0000
14160,49,49,100.0000
14166,46,46,100.0000
14170,52,52,100.0000
14172,47,47,100.0000
14174,54,54,100.0000
14175,49,49,100.0000
14179,47,47,100.0000
14181,47,47,100.0000
14182,48,48,100.0000
14183,45,45,100.0000
14185,47,47,100.0000
14187,47,47,100.0000
14188,48,48,100.0000
14191,47,47,100.0000
14192,51,51,100.0000
14193,47,47,100.0000
14194,46,46,100.0000
14196,47,47,100.0000
14199,52,52,100.0000
14201,50,50,100.0000
14204,50,50,100.0000
14207,48,48,100.0000
14208,47,47,100.0000
14334,2,2,100.0000
14340,1,1,100.0000
14345,1,1,100.0000
14358,4,4,100.0000
14370,3,3,100.0000
14374,1,1,100.0000
14378,4,4,100.0000
14392,4,4,100.0000
14399,3,3,100.0000
14406,3,3,100.0000
14407,6,6,100.0000
14422,1,1,100.0000
14429,1,1,100.0000
14455,35,35,100.0000
14457,48,48,100.0000
14459,24,24,100.0000
14460,37,37,100.0000
14463,38,38,100.0000
14464,36,36,100.0000
14465,47,47,100.0000
14466,20,20,100.0000
14467,7,7,100.0000
14473,39,39,100.0000
14475,44,44,100.0000
14478,39,39,100.0000
14481,43,43,100.0000
14482,50,50,100.0000
14483,49,49,100.0000
14486,4,4,100.0000
14487,26,26,100.0000
14488,4,4,100.0000
14489,42,42,100.0000
14490,46,46,100.0000
14491,37,37,100.0000
14493,46,46,100.0000
14496,20,20,100.0000
14504,40,40,100.0000
14507,48,48,100.0000
14508,4,4,100.0000
14509,39,39,100.0000
14511,33,33,100.0000
14513,50,50,100.0000
14517,42,42,100.0000
14518,47,47,100.0000
14521,47,47,100.0000
14522,41,41,100.0000
14523,22,22,100.0000
14524,49,49,100.0000
14525,2,2,100.0000
14527,8,8,100.0000
14530,15,15,100.0000
14532,1,1,100.0000
14534,32,32,100.0000
14535,267,267,100.0000
14537,257,257,100.0000
14540,58,58,100.0000
14541,272,272,100.0000
14543,22,22,100.0000
14546,231,231,100.0000
14547,271,271,100.0000
14548,206,206,100.0000
14550,264,264,100.0000
14551,23,23,100.0000
14552,278,278,100.0000
14553,104,104,100.0000
14556,278,278,100.0000
14557,40,40,100.0000
14559,294,294,100.0000
14561,244,244,100.0000
14563,33,33,100.0000
14566,285,285,100.0000
14570,285,285,100.0000
14571,251,251,100.0000
14576,82,82,100.0000
14581,254,254,100.0000
14583,263,263,100.0000
14584,250,250,100.0000
14585,190,190,100.0000
14586,125,125,100.0000
14587,268,268,100.0000
14589,281,281,100.0000
14590,291,291,100.0000
14591,274,274,100.0000
14595,108,108,100.0000
14596,100,100,100.0000
14597,102,102,100.0000
14601,100,100,100.0000
14602,100,100,100.0000
14603,104,104,100.0000
14607,102,102,100.0000
14612,100,100,100.0000
14613,109,109,100.0000
14614,101,101,100.0000
14616,105,105,100.0000
14617,107,107,100.0000
14618,105,105,100.0000
14621,106,106,100.0000
14624,99,99,100.0000
14625,108,108,100.0000
14628,100,100,100.0000
14629,104,104,100.0000
14631,100,100,100.0000
14632,105,105,100.0000
14634,105,105,100.0000
14639,101,101,100.0000
14640,100,100,100.0000
14641,113,113,100.0000
14642,105,105,100.0000
14644,106,106,100.0000
14645,99,99,100.0000
14646,99,99,100.0000
14647,104,104,100.0000
14649,104,104,100.0000
14650,99,99,100.0000
14656,2,2,100.0000
14657,85,85,100.0000
14663,79,79,100.0000
14668,82,82,100.0000
14675,70,70,100.0000
14680,69,69,100.0000
14685,69,69,100.0000
14688,80,80,100.0000
14691,67,67,100.0000
14692,67,67,100.0000
14694,74,74,100.0000
14701,62,62,100.0000
14702,72,72,100.0000
14705,65,65,100.0000
14711,72,72,100.0000
14716,72,72,100.0000
14717,2,2,100.0000
14719,70,70,100.0000
14723,73,73,100.0000
14726,63,63,100.0000
14731,66,66,100.0000
14735,80,80,100.0000
14736,73,73,100.0000
14740,84,84,100.0000
14742,75,75,100.0000
14744,80,80,100.0000
14748,69,69,100.0000
14750,75,75,100.0000
14763,83,83,100.0000
14764,66,66,100.0000
14769,60,60,100.0000
14772,76,76,100.0000
14774,73,73,100.0000
14778,28,28,100.0000
14780,30,30,100.0000
14781,29,29,100.0000
14783,28,28,100.0000
14786,29,29,100.0000
14790,29,29,100.0000
14791,31,31,100.0000
14793,29,29,100.0000
14795,29,29,100.0000
14796,29,29,100.0000
14802,29,29,100.0000
14805,29,29,100.0000
14809,28,28,100.0000
14811,29,29,100.0000
14812,27,27,100.0000
14813,27,27,100.0000
14815,30,30,100.0000
14816,29,29,100.0000
14818,29,29,100.0000
14819,29,29,100.0000
14820,27,27,100.0000
14823,30,30,100.0000
14824,29,29,100.0000
14825,31,31,100.0000
14828,31,31,100.0000
14830,29,29,100.0000
14833,29,29,100.0000
14834,29,29,100.0000
14836,29,29,100.0000
14837,28,28,100.0000
14847,67,67,100.0000
14850,59,59,100.0000
14851,61,61,100.0000
14853,62,62,100.0000
14856,39,39,100.0000
14859,44,44,100.0000
14862,37,37,100.0000
14864,50,50,100.0000
14866,37,37,100.0000
14868,64,64,100.0000
14869,65,65,100.0000
14871,40,40,100.0000
14873,60,60,100.0000
14876,57,57,100.0000
14877,64,64,100.0000
14881,45,45,100.0000
14882,71,71,100.0000
14883,57,57,100.0000
14884,68,68,100.0000
14888,42,42,100.0000
14890,39,39,100.0000
14892,54,54,100.0000
14894,75,75,100.0000
14895,57,57,100.0000
14896,50,50,100.0000
14899,58,58,100.0000
14901,37,37,100.0000
14902,58,58,100.0000
14905,61,61,100.0000
14906,54,54,100.0000
14908,47,47,100.0000
14911,31,31,100.0000
14913,34,34,100.0000
14916,15,15,100.0000
14917,21,21,100.0000
14919,21,21,100.0000
14924,37,37,100.0000
14925,28,28,100.0000
14929,17,17,100.0000
14930,12,12,100.0000
14932,32,32,100.0000
14935,31,31,100.0000
14938,41,41,100.0000
14941,35,35,100.0000
14947,35,35,100.0000
14948,32,32,100.0000
14951,36,36,100.0000
14953,38,38,100.0000
14957,26,26,100.0000
14959,28,28,100.0000
14961,30,30,100.0000
14966,39,39,100.0000
14970,80,80,100.0000
14971,87,87,100.0000
14972,88,88,100.0000
14973,33,33,100.0000
14977,56,56,100.0000
14983,88,88,100.0000
14984,72,72,100.0000
14985,88,88,100.0000
14986,84,84,100.0000
14988,84,84,100.0000
14989,31,31,100.0000
14990,88,88,100.0000
14991,91,91,100.0000
14993,80,80,100.0000
14994,87,87,100.0000
14996,69,69,100.0000
14997,31,31,100.0000
14999,87,87,100.0000
15000,84,84,100.0000
15002,31,31,100.0000
15005,31,31,100.0000
15007,32,32,100.0000
15008,88,88,100.0000
15010,87,87,100.0000
15014,66,66,100.0000
15019,87,87,100.0000
15020,53,53,100.0000
15022,32,32,100.0000
15024,85,85,100.0000
15025,32,32,100.0000
15029,74,74,100.0000
15033,11,11,100.0000
15036,9,9,100.0000
15040,8,8,100.0000
15041,11,11,100.0000
15044,8,8,100.0000
15045,9,9,100.0000
15046,9,9,100.0000
15055,10,10,100.0000
15058,8,8,100.0000
15060,11,11,100.0000
15063,10,10,100.0000
15070,8,8,100.0000
15071,7,7,100.0000
15074,11,11,100.0000
15077,10,10,100.0000
15080,11,11,100.0000
15082,12,12,100.0000
15089,8,8,100.0000
15091,8,8,100.0000
15092,9,9,100.0000
15115,9,9,100.0000
15119,7,7,100.0000
15120,10,10,100.0000
15124,10,10,100.0000
15127,8,8,100.0000
15129,11,11,100.0000
15131,11,11,100.0000
15133,8,8,100.0000
15143,11,11,100.0000
15145,4,4,100.0000
15147,9,9,100.0000
15152,30,30,100.0000
15153,26,26,100.0000
15154,22,22,100.0000
15155,20,20,100.0000
15157,13,13,100.0000
15158,8,8,100.0000
15163,31,31,100.0000
15164,23,23,100.0000
15166,8,8,100.0000
15169,21,21,100.0000
15170,8,8,100.0000
15172,33,33,100.0000
15173,10,10,100.0000
15175,7,7,100.0000
15176,12,12,100.0000
15177,9,9,100.0000
15181,9,9,100.0000
15183,15,15,100.0000
15194,24,24,100.0000
15195,22,22,100.0000
15196,26,26,100.0000
15197,21,21,100.0000
15198,38,38,100.0000
15199,19,19,100.0000
15200,17,17,100.0000
15201,31,31,100.0000
15202,17,17,100.0000
15206,20,20,100.0000
15209,11,11,100.0000
15211,22,22,100.0000
15212,23,23,100.0000
15213,5,5,100.0000
15217,13,13,100.0000
15218,4,4,100.0000
15219,8,8,100.0000
15220,9,9,100.0000
15221,12,12,100.0000
15224,6,6,100.0000
15228,11,11,100.0000
15229,5,5,100.0000
15233,6,6,100.0000
15237,8,8,100.0000
15238,9,9,100.0000
15239,9,9,100.0000
15242,9,9,100.0000
15244,4,4,100.0000
15251,6,6,100.0000
15254,4,4,100.0000
15255,11,11,100.0000
15256,4,4,100.0000
15258,8,8,100.0000
15259,3,3,100.0000
15260,4,4,100.0000
15262,9,9,100.0000
15263,5,5,100.0000
15264,3,3,100.0000
15265,3,3,100.0000
15266,10,10,100.0000
15268,7,7,100.0000
15269,6,6,100.0000
15270,5,5,100.0000
15273,10,10,100.0000
15274,77,77,100.0000
15275,75,75,100.0000
15276,19,19,100.0000
15277,71,71,100.0000
15279,79,79,100.0000
15280,46,46,100.0000
15284,67,67,100.0000
15286,70,70,100.0000
15289,18,18,100.0000
15290,60,60,100.0000
15293,11,11,100.0000
15294,58,58,100.0000
15295,74,74,100.0000
15296,28,28,100.0000
15297,34,34,100.0000
15298,21,21,100.0000
15302,16,16,100.0000
15304,36,36,100.0000
15305,26,26,100.0000
15307,62,62,100.0000
15312,61,61,100.0000
15313,96,96,100.0000
15315,77,77,100.0000
15320,63,63,100.0000
15323,77,77,100.0000
15328,65,65,100.0000
15330,73,73,100.0000
15331,73,73,100.0000
15332,86,86,100.0000
15333,82,82,100.0000
15336,72,72,100.0000
15338,96,96,100.0000
15343,90,90,100.0000
15344,83,83,100.0000
15345,15,15,100.0000
15346,68,68,100.0000
15348,95,95,100.0000
15349,32,32,100.0000
15350,79,79,100.0000
15351,41,41,100.0000
15356,97,97,100.0000
15358,30,30,100.0000
15360,42,42,100.0000
15365,75,75,100.0000
15366,96,96,100.0000
15367,89,89,100.0000
15368,38,38,100.0000
15374,97,97,100.0000
15376,92,92,100.0000
15377,59,59,100.0000
15378,96,96,100.0000
15379,85,85,100.0000
15382,92,92,100.0000
15384,88,88,100.0000
15385,95,95,100.0000
15387,97,97,100.0000
15388,90,90,100.0000
15389,51,51,100.0000
15390,60,60,100.0000
15391,68,68,100.0000
15392,32,32,100.0000
15398,55,55,100.0000
15400,56,56,100.0000
15401,54,54,100.0000
15403,55,55,100.0000
15404,55,55,100.0000
15406,58,58,100.0000
15407,56,56,100.0000
15409,60,60,100.0000
15410,67,67,100.0000
15412,73,73,100.0000
15413,67,67,100.0000
15415,76,76,100.0000
15416,81,81,100.0000
15418,80,80,100.0000
15420,81,81,100.0000
15421,85,85,100.0000
15423,82,82,100.0000
15424,90,90,100.0000
15426,81,81,100.0000
15427,79,79,100.0000
15429,86,86,100.0000
15430,85,85,100.0000
15432,83,83,100.0000
15433,79,79,100.0000
15435,88,88,100.0000
15436,87,87,100.0000
15438,77,77,100.0000
15439,90,90,100.0000
15441,68,68,100.0000
15442,77,77,100.0000
15458,52,52,100.0000
15461,70,70,100.0000
15462,62,62,100.0000
15464,72,72,100.0000
15467,68,68,100.0000
15468,53,53,100.0000
15472,67,67,100.0000
15473,67,67,100.0000
15474,53,53,100.0000
15475,64,64,100.0000
15478,53,53,100.0000
15482,65,65,100.0000
15486,53,53,100.0000
15489,67,67,100.0000
15491,65,65,100.0000
15495,65,65,100.0000
15496,58,58,100.0000
15499,64,64,100.0000
15500,53,53,100.0000
15503,67,67,100.0000
15505,66,66,100.0000
15506,53,53,100.0000
15507,70,70,100.0000
15508,68,68,100.0000
15509,69,69,100.0000
15511,63,63,100.0000
15512,62,62,100.0000
15513,65,65,100.0000
15515,54,54,100.0000
15516,68,68,100.0000
15518,53,53,100.0000
15519,59,59,100.0000
15523,5,5,100.0000
15524,23,23,100.0000
15526,36,36,100.0000
15589,16,16,100.0000
15591,13,13,100.0000
15594,19,19,100.0000
15596,17,17,100.0000
15598,29,29,100.0000
15599,7,7,100.0000
15601,14,14,100.0000
15603,18,18,100.0000
15604,6,6,100.0000
15606,13,13,100.0000
15608,22,22,100.0000
15610,7,7,100.0000
15611,18,18,100.0000
15615,17,17,100.0000
15616,5,5,100.0000
15617,16,16,100.0000
15618,15,15,100.0000
15620,22,22,100.0000
15621,19,19,100.0000
15623,8,8,100.0000
15627,16,16,100.0000
15630,17,17,100.0000
15632,17,17,100.0000
15635,14,14,100.0000
15636,18,18,100.0000
15638,23,23,100.0000
15639,6,6,100.0000
15642,22,22,100.0000
15643,12,12,100.0000
15646,18,18,100.0000
15647,10,10,100.0000
15649,30,30,100.0000
15650,33,33,100.0000
15651,38,38,100.0000
15652,48,48,100.0000
15654,34,34,100.0000
15656,41,41,100.0000
15657,44,44,100.0000
15658,45,45,100.0000
15660,39,39,100.0000
15661,32,32,100.0000
15666,44,44,100.0000
15667,41,41,100.0000
15668,43,43,100.0000
15672,20,20,100.0000
15675,43,43,100.0000
15677,49,49,100.0000
15678,48,48,100.0000
15679,22,22,100.0000
15681,39,39,100.0000
15683,23,23,100.0000
15689,26,26,100.0000
15690,35,35,100.0000
15693,32,32,100.0000
15695,23,23,100.0000
15696,40,40,100.0000
15697,23,23,100.0000
15701,23,23,100.0000
15702,43,43,100.0000
15704,17,17,100.0000
15707,25,25,100.0000
15708,31,31,100.0000
15711,16,16,100.0000
15718,14,14,100.0000
15719,14,14,100.0000
15720,12,12,100.0000
15721,11,11,100.0000
15722,5,5,100.0000
15724,14,14,100.0000
15725,12,12,100.0000
15726,7,7,100.0000
15728,12,12,100.0000
15732,10,10,100.0000
15733,4,4,100.0000
15734,13,13,100.0000
15737,21,21,100.0000
15739,7,7,100.0000
15741,8,8,100.0000
15746,11,11,100.0000
15747,9,9,100.0000
15750,5,5,100.0000
15753,9,9,100.0000
15754,15,15,100.0000
15756,21,21,100.0000
15757,7,7,100.0000
15758,10,10,100.0000
15759,6,6,100.0000
15762,13,13,100.0000
15763,19,19,100.0000
15764,15,15,100.0000
15765,14,14,100.0000
15768,10,10,100.0000
15770,8,8,100.0000
15789,48,48,100.0000
15791,22,22,100.0000
15793,23,23,100.0000
15795,44,44,100.0000
15798,22,22,100.0000
15799,23,23,100.0000
15801,21,21,100.0000
15804,22,22,100.0000
15806,23,23,100.0000
15809,35,35,100.0000
15811,22,22,100.0000
15812,27,27,100.0000
15813,39,39,100.0000
15815,24,24,100.0000
15817,31,31,100.0000
15819,41,41,100.0000
15822,33,33,100.0000
15825,41,41,100.0000
15826,41,41,100.0000
15827,39,39,100.0000
15830,44,44,100.0000
15832,35,35,100.0000
15836,36,36,100.0000
15837,39,39,100.0000
15840,47,47,100.0000
15841,42,42,100.0000
15844,33,33,100.0000
15845,44,44,100.0000
15846,40,40,100.0000
15847,35,35,100.0000
15848,40,40,100.0000
15876,9,9,100.0000
15879,7,7,100.0000
15886,6,6,100.0000
15894,8,8,100.0000
15900,5,5,100.0000
15904,8,8,100.0000
15905,8,8,100.0000
15912,11,11,100.0000
15913,6,6,100.0000
15914,9,9,100.0000
15921,7,7,100.0000
15923,9,9,100.0000
15932,8,8,100.0000
15941,9,9,100.0000
15944,9,9,100.0000
15946,10,10,100.0000
15948,7,7,100.0000
15953,11,11,100.0000
15956,9,9,100.0000
15957,7,7,100.0000
15961,5,5,100.0000
15963,6,6,100.0000
15967,8,8,100.0000
15969,9,9,100.0000
15973,6,6,100.0000
15974,10,10,100.0000
15979,6,6,100.0000
15985,10,10,100.0000
15989,6,6,100.0000
15992,11,11,100.0000
15995,10,10,100.0000
16003,4,4,100.0000
16004,6,6,100.0000
16010,3,3,100.0000
16013,4,4,100.0000
16014,3,3,100.0000
16020,6,6,100.0000
16026,4,4,100.0000
16029,2,2,100.0000
16034,3,3,100.0000
16039,2,2,100.0000
16049,3,3,100.0000
16050,4,4,100.0000
16054,4,4,100.0000
16058,4,4,100.0000
16060,3,3,100.0000
16061,3,3,100.0000
16064,6,6,100.0000
16066,3,3,100.0000
16073,1,1,100.0000
16079,7,7,100.0000
16081,5,5,100.0000
16087,6,6,100.0000
16088,2,2,100.0000
16095,3,3,100.0000
16098,3,3,100.0000
16101,2,2,100.0000
16107,4,4,100.0000
16113,4,4,100.0000
16118,3,3,100.0000
16119,3,3,100.0000
16121,7,7,100.0000
16125,9,9,100.0000
16126,11,11,100.0000
16128,13,13,100.0000
16130,4,4,100.0000
16131,16,16,100.0000
16133,4,4,100.0000
16137,13,13,100.0000
16139,15,15,100.0000
16140,6,6,100.0000
16143,12,12,100.0000
16144,13,13,100.0000
16145,8,8,100.0000
16146,15,15,100.0000
16148,11,11,100.0000
16151,9,9,100.0000
16153,4,4,100.0000
16155,5,5,100.0000
16157,3,3,100.0000
16159,10,10,100.0000
16161,16,16,100.0000
16163,20,20,100.0000
16164,10,10,100.0000
16166,15,15,100.0000
16168,11,11,100.0000
16171,16,16,100.0000
16173,17,17,100.0000
16174,10,10,100.0000
16176,13,13,100.0000
16177,11,11,100.0000
16179,8,8,100.0000
16191,19,19,100.0000
16196,6,6,100.0000
16197,12,12,100.0000
16199,5,5,100.0000
16202,18,18,100.0000
16208,15,15,100.0000
16209,16,16,100.0000
16211,7,7,100.0000
16212,5,5,100.0000
16213,10,10,100.0000
16216,17,17,100.0000
16217,13,13,100.0000
16219,24,24,100.0000
16223,20,20,100.0000
16224,12,12,100.0000
16226,17,17,100.0000
16227,12,12,100.0000
16231,6,6,100.0000
16232,21,21,100.0000
16233,12,12,100.0000
16234,15,15,100.0000
16235,9,9,100.0000
16236,7,7,100.0000
16237,8,8,100.0000
16238,16,16,100.0000
16241,20,20,100.0000
16242,5,5,100.0000
16244,11,11,100.0000
16245,10,10,100.0000
16248,18,18,100.0000
16250,13,13,100.0000
16254,4,4,100.0000
16255,24,24,100.0000
16256,12,12,100.0000
16258,31,31,100.0000
16263,31,31,100.0000
16265,41,41,100.0000
16269,39,39,100.0000
16270,6,6,100.0000
16271,37,37,100.0000
16272,2,2,100.0000
16273,42,42,100.0000
16274,39,39,100.0000
16277,39,39,100.0000
16278,46,46,100.0000
16280,46,46,100.0000
16281,50,50,100.0000
16282,7,7,100.0000
16283,15,15,100.0000
16284,28,28,100.0000
16289,50,50,100.0000
16290,16,16,100.0000
16291,10,10,100.0000
16293,40,40,100.0000
16296,24,24,100.0000
16297,35,35,100.0000
16300,46,46,100.0000
16301,30,30,100.0000
16302,31,31,100.0000
16305,7,7,100.0000
16306,39,39,100.0000
16308,44,44,100.0000
16313,11,11,100.0000
16318,12,12,100.0000
16320,12,12,100.0000
16324,11,11,100.0000
16325,12,12,100.0000
16330,11,11,100.0000
16334,10,10,100.0000
16335,12,12,100.0000
16338,9,9,100.0000
16342,11,11,100.0000
16346,11,11,100.0000
16352,12,12,100.0000
16354,12,12,100.0000
16359,10,10,100.0000
16361,10,10,100.0000
16367,9,9,100.0000
16371,12,12,100.0000
16377,12,12,100.0000
16379,11,11,100.0000
16383,12,12,100.0000
16387,10,10,100.0000
16393,10,10,100.0000
16399,10,10,100.0000
16401,9,9,100.0000
16411,5,5,100.0000
16415,3,3,100.0000
16419,2,2,100.0000
16423,3,3,100.0000
16432,3,3,100.0000
16446,28,28,100.0000
16447,30,30,100.0000
16453,32,32,100.0000
16455,30,30,100.0000
16456,29,29,100.0000
16457,28,28,100.0000
16458,35,35,100.0000
16459,30,30,100.0000
16461,29,29,100.0000
16463,29,29,100.0000
16466,29,29,100.0000
16467,30,30,100.0000
16468,31,31,100.0000
16470,32,32,100.0000
16472,33,33,100.0000
16475,31,31,100.0000
16476,32,32,100.0000
16482,31,31,100.0000
16483,31,31,100.0000
16486,36,36,100.0000
16490,34,34,100.0000
16492,29,29,100.0000
16493,30,30,100.0000
16495,30,30,100.0000
16497,34,34,100.0000
16499,30,30,100.0000
16500,34,34,100.0000
16501,32,32,100.0000
16502,30,30,100.0000
16503,34,34,100.0000
16549,13,13,100.0000
16551,34,34,100.0000
16553,23,23,100.0000
16554,36,36,100.0000
16556,19,19,100.0000
16560,14,14,100.0000
16563,42,42,100.0000
16564,40,40,100.0000
16566,11,11,100.0000
16570,45,45,100.0000
16571,39,39,100.0000
16572,38,38,100.0000
16573,39,39,100.0000
16574,27,27,100.0000
16576,14,14,100.0000
16577,18,18,100.0000
16579,32,32,100.0000
16580,46,46,100.0000
16582,41,41,100.0000
16583,42,42,100.0000
16584,29,29,100.0000
16586,32,32,100.0000
16590,14,14,100.0000
16595,26,26,100.0000
16597,49,49,100.0000
16598,35,35,100.0000
16599,33,33,100.0000
16601,36,36,100.0000
16602,35,35,100.0000
16603,43,43,100.0000
16606,40,40,100.0000
16612,11,11,100.0000
16618,15,15,100.0000
16620,6,6,100.0000
16622,16,16,100.0000
16624,10,10,100.0000
16625,6,6,100.0000
16627,6,6,100.0000
16628,17,17,100.0000
16630,11,11,100.0000
16631,14,14,100.0000
16632,8,8,100.0000
16633,11,11,100.0000
16634,13,13,100.0000
16637,13,13,100.0000
16639,9,9,100.0000
16640,18,18,100.0000
16641,6,6,100.0000
16643,6,6,100.0000
16644,10,10,100.0000
16646,15,15,100.0000
16647,7,7,100.0000
16648,13,13,100.0000
16653,6,6,100.0000
16655,9,9,100.0000
16656,13,13,100.0000
16657,12,12,100.0000
16658,13,13,100.0000
16660,12,12,100.0000
16667,12,12,100.0000
16668,13,13,100.0000
16669,6,6,100.0000
16673,35,35,100.0000
16676,4,4,100.0000
16679,46,46,100.0000
16682,25,25,100.0000
16683,47,47,100.0000
16685,9,9,100.0000
16686,45,45,100.0000
16687,48,48,100.0000
16689,33,33,100.0000
16690,21,21,100.0000
16692,42,42,100.0000
16694,27,27,100.0000
16697,50,50,100.0000
16701,23,23,100.0000
16702,33,33,100.0000
16704,6,6,100.0000
16705,32,32,100.0000
16706,39,39,100.0000
16708,47,47,100.0000
16710,50,50,100.0000
16712,48,48,100.0000
16714,45,45,100.0000
16717,27,27,100.0000
16719,1,1,100.0000
16722,39,39,100.0000
16729,28,28,100.0000
17001,30,30,100.0000
17003,6,6,100.0000
17004,33,33,100.0000
17005,25,25,100.0000
17009,33,33,100.0000
17011,25,25,100.0000
17013,28,28,100.0000
17014,26,26,100.0000
17016,31,31,100.0000
17019,116,116,100.0000
17022,123,123,100.0000
17023,131,131,100.0000
17024,6,6,100.0000
17026,124,124,100.0000
17027,166,166,100.0000
17030,162,162,100.0000
17031,110,110,100.0000
17034,113,113,100.0000
17037,136,136,100.0000
17038,119,119,100.0000
17039,132,132,100.0000
17040,111,111,100.0000
17043,128,128,100.0000
17044,138,138,100.0000
17047,119,119,100.0000
17048,134,134,100.0000
17050,136,136,100.0000
17053,122,122,100.0000
17055,136,136,100.0000
17056,143,143,100.0000
17059,118,118,100.0000
17060,137,137,100.0000
17062,125,125,100.0000
17066,130,130,100.0000
17067,110,110,100.0000
17069,132,132,100.0000
17070,133,133,100.0000
17071,111,111,100.0000
17075,138,138,100.0000
17079,135,135,100.0000
17081,96,96,100.0000
17084,47,47,100.0000
17087,119,119,100.0000
17089,13,13,100.0000
17090,76,76,100.0000
17095,122,122,100.0000
17096,124,124,100.0000
17097,107,107,100.0000
17099,125,125,100.0000
17100,118,118,100.0000
17101,123,123,100.0000
17102,128,128,100.0000
17106,34,34,100.0000
17107,10,10,100.0000
17108,129,129,100.0000
17109,129,129,100.0000
17110,130,130,100.0000
17111,29,29,100.0000
17112,2,2,100.0000
17113,130,130,100.0000
17115,130,130,100.0000
17120,123,123,100.0000
17122,126,126,100.0000
17125,14,14,100.0000
17128,3,3,100.0000
17129,130,130,100.0000
17131,127,127,100.0000
17133,124,124,100.0000
17136,9,9,100.0000
17137,128,128,100.0000
17140,115,115,100.0000
17145,11,11,100.0000
17147,7,7,100.0000
17149,8,8,100.0000
17157,9,9,100.0000
17160,7,7,100.0000
17161,10,10,100.0000
17166,11,11,100.0000
17170,8,8,100.0000
17175,5,5,100.0000
17177,6,6,100.0000
17181,6,6,100.0000
17186,9,9,100.0000
17189,5,5,100.0000
17191,4,4,100.0000
17202,10,10,100.0000
17205,8,8,100.0000
17206,11,11,100.0000
17208,7,7,100.0000
17212,9,9,100.0000
17213,10,10,100.0000
17216,6,6,100.0000
17220,7,7,100.0000
17222,8,8,100.0000
17233,9,9,100.0000
17234,1,1,100.0000
17236,10,10,100.0000
17243,7,7,100.0000
17245,9,9,100.0000
17252,5,5,100.0000
17255,11,11,100.0000
17263,5,5,100.0000
17264,30,30,100.0000
17265,31,31,100.0000
17266,33,33,100.0000
17269,30,30,100.0000
17275,24,24,100.0000
17278,10,10,100.0000
17281,22,22,100.0000
17282,14,14,100.0000
17285,17,17,100.0000
17286,25,25,100.0000
17287,21,21,100.0000
17288,20,20,100.0000
17289,26,26,100.0000
17290,22,22,100.0000
17292,27,27,100.0000
17293,20,20,100.0000
17295,11,11,100.0000
17297,39,39,100.0000
17298,22,22,100.0000
17299,27,27,100.0000
17300,9,9,100.0000
17301,9,9,100.0000
17303,21,21,100.0000
17304,29,29,100.0000
17306,22,22,100.0000
17307,26,26,100.0000
17308,17,17,100.0000
17310,7,7,100.0000
17312,9,9,100.0000
17316,30,30,100.0000
17317,9,9,100.0000
17321,31,31,100.0000
17324,21,21,100.0000
17328,24,24,100.0000
17330,19,19,100.0000
17335,16,16,100.0000
17337,19,19,100.0000
17340,25,25,100.0000
17342,27,27,100.0000
17343,16,16,100.0000
17346,10,10,100.0000
17347,8,8,100.0000
17348,12,12,100.0000
17350,10,10,100.0000
17351,12,12,100.0000
17352,15,15,100.0000
17355,24,24,100.0000
17358,24,24,100.0000
17360,15,15,100.0000
17361,19,19,100.0000
17362,18,18,100.0000
17367,15,15,100.0000
17368,14,14,100.0000
17369,6,6,100.0000
17377,4,4,100.0000
17381,15,15,100.0000
17387,10,10,100.0000
17389,10,10,100.0000
17391,1,1,100.0000
17393,13,13,100.0000
17455,51,51,100.0000
17456,49,49,100.0000
17459,10,10,100.0000
17463,10,10,100.0000
17464,61,61,100.0000
17466,56,56,100.0000
17468,72,72,100.0000
17471,6,6,100.0000
17474,64,64,100.0000
17477,64,64,100.0000
17478,10,10,100.0000
17479,35,35,100.0000
17481,53,53,100.0000
17482,6,6,100.0000
17484,66,66,100.0000
17485,64,64,100.0000
17487,51,51,100.0000
17490,49,49,100.0000
17491,67,67,100.0000
17492,59,59,100.0000
17493,59,59,100.0000
17494,59,59,100.0000
17496,24,24,100.0000
17497,51,51,100.0000
17498,54,54,100.0000
17500,46,46,100.0000
17502,65,65,100.0000
17505,47,47,100.0000
17508,7,7,100.0000
17509,9,9,100.0000
17512,17,17,100.0000
17519,14,14,100.0000
17520,15,15,100.0000
17521,17,17,100.0000
17525,1,1,100.0000
17527,12,12,100.0000
17531,15,15,100.0000
17532,6,6,100.0000
17533,4,4,100.0000
17534,2,2,100.0000
17536,13,13,100.0000
17539,5,5,100.0000
17542,6,6,100.0000
17545,14,14,100.0000
17546,15,15,100.0000
17549,5,5,100.0000
17551,9,9,100.0000
17552,8,8,100.0000
17554,10,10,100.0000
17555,6,6,100.0000
17556,10,10,100.0000
17558,14,14,100.0000
17561,8,8,100.0000
17567,2,2,100.0000
17573,8,8,100.0000
17575,5,5,100.0000
17579,2,2,100.0000
17585,2,2,100.0000
17589,4,4,100.0000
17591,4,4,100.0000
17596,7,7,100.0000
17599,4,4,100.0000
17607,2,2,100.0000
17608,3,3,100.0000
17614,3,3,100.0000
17615,3,3,100.0000
17617,4,4,100.0000
17621,2,2,100.0000
17634,6,6,100.0000
17636,5,5,100.0000
17640,2,2,100.0000
17642,4,4,100.0000
17646,3,3,100.0000
17653,3,3,100.0000
